,KDAUSDT,GMTUSDT,Spread,Zscore
44,2.583,1.8614,0.07011000000000012,1.2997413482586642
45,2.688,1.8968,0.1273200000000001,1.57388960229755
46,2.748,1.9575,0.105375,1.2637635594105163
47,2.857,2.0607,0.07505499999999987,0.9365154547348955
48,2.728,1.9955,0.03407500000000008,0.5466508577585489
49,2.747,1.9816,0.07183999999999946,0.7708642607582619
50,2.667,1.9527,0.03085499999999941,0.3676328499039187
51,2.762,2.0236,0.030139999999999834,0.30069893355728866
52,2.752,2.0007,0.051054999999999406,0.4111116840557324
53,2.691,1.9512,0.0568799999999996,0.392640791147566
54,2.731,1.9394,0.11280999999999963,0.9877399012156871
55,2.74,1.9591,0.09521500000000005,0.9824145844251924
56,2.692,1.9585,0.048024999999999984,0.20590634620921605
57,2.767,1.9968,0.07132000000000005,0.5083421171133393
58,2.813,2.0115,0.0974750000000002,0.8911495555635346
59,2.871,2.0704,0.07596000000000025,0.42598452827136674
60,2.894,2.1527,-0.01214499999999985,-1.5601839672457036
61,2.888,2.1396,-0.000460000000000349,-1.7082462106216616
62,2.81,2.0854,-0.005290000000000017,-1.658056632183825
63,2.771,2.0678,-0.02053000000000038,-1.7841094609527
64,2.655,1.9482,0.024929999999999897,-0.695082298092994
65,2.632,1.9168,0.044319999999999915,-0.20743245554333492
66,2.682,1.9366,0.0675899999999996,0.448504977710178
67,2.669,1.9329,0.05958499999999978,0.31459988831754687
68,2.686,1.9268,0.08481999999999967,0.9780494098316861
69,2.738,1.9547,0.09915499999999966,1.2333052102026367
70,2.77,2.0012,0.06837999999999989,0.44044403191294634
71,2.752,1.9754,0.08520999999999956,0.8027938408101669
72,2.736,1.9519,0.10093500000000022,1.095799350318754
73,2.651,1.9203,0.05859499999999995,0.02124336839073879
74,2.639,1.8645,0.12192499999999962,1.4506324952427394
75,2.633,1.8377,0.15210500000000016,1.973999153750972
76,2.579,1.7968,0.1533199999999999,1.7928975179089346
77,2.529,1.7278,0.1964699999999997,2.1939175830114275
78,2.431,1.6548,0.19701999999999975,1.8906529608079852
79,2.436,1.6828,0.1642199999999998,1.263199619517283
80,2.463,1.7502,0.10022999999999982,0.2652860257578416
81,2.492,1.7993,0.06294500000000003,-0.3796001112359073
82,2.474,1.8008,0.04292000000000007,-0.7655923545325662
83,2.607,1.8631,0.09181499999999998,-0.0238717695296841
84,2.571,1.8173,0.117645,0.36408216646526503
85,2.482,1.7715,0.09047500000000008,-0.26745293938177045
86,2.431,1.7318,0.09306999999999999,-0.2727453697537869
87,2.531,1.8351,0.05361500000000019,-1.1299546568701906
88,2.563,1.8247,0.09965499999999983,-0.15389758532270487
89,2.517,1.7848,0.10751999999999962,0.0007592948823996759
90,2.474,1.7509,0.11028500000000019,0.052082556946137316
91,2.526,1.8209,0.06778499999999976,-0.9226220763642724
92,2.428,1.7594,0.05280999999999958,-1.1926112706952263
93,2.459,1.7585,0.0850249999999999,-0.4571053104617534
94,2.412,1.6767,0.14845499999999978,0.8595924701481585
95,2.325,1.5575,0.222375,2.1085175159833116
96,2.21,1.385,0.3402499999999997,3.064237720547977
97,2.171,1.437,0.23104999999999953,1.3959831889529137
98,2.128,1.4293,0.19844499999999998,0.9543408517413702
99,2.137,1.4487,0.18125499999999972,0.7397588196115367
100,2.231,1.5351,0.15861499999999973,0.43686459749561024
101,2.175,1.5416,0.0938399999999997,-0.43904178434613395
102,2.254,1.6127,0.07685499999999967,-0.6835724141385024
103,2.172,1.5627,0.06235500000000016,-0.9068889302989335
104,2.171,1.5293,0.10644499999999946,-0.30656303252038475
105,2.154,1.5064,0.1203599999999998,-0.11469160159689736
106,2.064,1.4202,0.14673000000000003,0.21652007368359144
107,2.008,1.4695,0.024174999999999836,-1.3893938083538326
108,1.592,1.185,-0.007750000000000146,-1.6842303103339364
109,1.836,1.4337,-0.09949500000000011,-2.317413442439091
110,1.883,1.4958,-0.13633000000000006,-2.227127223123368
111,1.867,1.4064,-0.031640000000000335,-1.1519947597183213
112,1.989,1.4161,0.07726500000000014,-0.182600194938533
113,1.957,1.4502,-0.0007699999999999374,-0.845388155038665
114,1.954,1.416,0.04239999999999999,-0.44466165495675203
115,1.836,1.3338,0.0353699999999999,-0.4593949271654092
116,1.767,1.2946,0.019289999999999807,-0.5316903039114605
117,1.745,1.2976,-0.006760000000000099,-0.7260286950685501
118,1.791,1.3133,0.018044999999999867,-0.38758672909832315
119,1.824,1.3476,0.0047399999999999665,-0.47014879624413497
120,1.735,1.2945,-0.012575000000000003,-0.6177731786686065
121,1.677,1.2809,-0.0522149999999999,-1.073996396039228
122,1.708,1.2811,-0.021484999999999976,-0.5667466531079277
123,1.57,1.2483,-0.115205,-1.6928380542887862
124,1.523,1.1925,-0.08687500000000004,-1.1791650563581133
125,1.55,1.1776,-0.03976000000000002,-0.4775092172029748
126,1.709,1.2696,-0.0049600000000000755,0.10536390250326705
127,1.693,1.2585,-0.005975000000000064,0.24302720339191586
128,1.742,1.2667,0.031954999999999956,0.9341284446471863
129,1.701,1.2377,0.030104999999999826,0.8510449857780663
130,1.761,1.3143,-0.013305000000000344,-0.00983819035925154
131,1.869,1.4075,-0.03112500000000007,-0.5327101587212357
132,1.923,1.4259,-0.0019649999999999945,0.10134092406248833
133,1.839,1.3459,0.022034999999999805,0.7822611737360212
134,1.807,1.3141,0.03296499999999969,0.9917645663385197
135,1.746,1.3177,-0.03289500000000034,-0.5564171615485768
136,1.7,1.2825,-0.03137500000000015,-0.45150326669131047
137,1.601,1.2061,-0.02723500000000012,-0.2901162439325601
138,1.601,1.1255,0.08157499999999995,2.174857262921747
139,1.59,1.0837,0.1270049999999998,2.5538583555351297
140,1.522,0.9946,0.17928999999999995,2.680427126642687
141,1.49,0.9567,0.19845499999999983,2.369159688333939
142,1.497,0.956,0.20640000000000014,2.072015014168151
143,1.5,0.9681,0.19306500000000004,1.6778172447192226
144,1.438,0.9249,0.1893849999999997,1.4964722414166356
145,1.519,1.0089,0.15698499999999993,1.0574790116155814
146,1.555,0.9677,0.24860499999999974,1.7949598744951576
147,1.535,0.918,0.29569999999999985,1.942331914701305
148,1.539,0.9521,0.2536649999999998,1.3875412669235963
149,1.588,0.9375,0.3223750000000001,1.7450370528000476
150,1.538,0.9831,0.21081499999999997,0.736516306650416
151,1.519,1.0281,0.13106499999999977,0.011393650412460814
152,1.555,1.0568,0.12832,-0.08263190056360498
153,1.623,1.0632,0.18768000000000007,0.3938559692812987
154,1.517,1.0109,0.152285,-0.002899261944586563
155,1.507,0.9838,0.17886999999999986,0.19894085922508245
156,1.556,1.0675,0.11487500000000006,-0.5908914448667443
157,1.572,1.0685,0.1295249999999999,-0.5920769363984593
158,1.6,1.0101,0.23636499999999994,0.8154633149079124
159,1.616,1.0988,0.13261999999999996,-0.9873069374460606
160,1.707,1.1684,0.1296599999999999,-1.043730995471961
161,1.743,1.1521,0.1876650000000002,-0.03618797001492797
162,1.649,1.1262,0.1286299999999998,-0.985815723273022
163,1.758,1.174,0.17310000000000003,-0.20040085419217216
164,1.792,1.1708,0.21141999999999994,0.43780816595702765
165,1.747,1.1457,0.20030500000000018,0.2394527400307852
166,1.644,1.1449,0.09838499999999972,-1.380097203664261
167,1.617,1.1321,0.08866499999999977,-1.3826202940429153
168,1.618,1.0955,0.13907500000000006,-0.5125121743637734
169,1.652,1.1528,0.0957199999999998,-1.1687684450930198
170,1.619,1.1555,0.05907499999999999,-1.9235777018647027
171,1.656,1.1355,0.12307499999999982,-0.47410194010416545
172,1.638,1.0558,0.2126699999999997,1.3851631352112563
173,1.57,1.028,0.18219999999999992,0.6726296259657738
174,1.572,1.0881,0.10306499999999996,-0.9187157428098137
175,1.557,1.0768,0.10331999999999986,-0.8479137307631861
176,1.571,1.1341,0.039964999999999806,-1.8575230395284328
177,1.628,1.1683,0.050794999999999924,-1.5032816005969731
178,1.606,1.1617,0.0377050000000001,-1.5516608734932817
179,1.57,1.1547,0.011154999999999804,-1.811261036552516
180,1.728,1.2528,0.036720000000000086,-1.2537592098006127
181,1.716,1.2179,0.07183499999999987,-0.6402260444902355
182,1.752,1.2311,0.09001499999999973,-0.28791579163973985
183,1.872,1.3059,0.10903499999999999,0.04131344714112162
184,1.882,1.4439,-0.06726500000000013,-2.3424353263269135
185,1.947,1.4599,-0.023865000000000025,-1.5712098110985377
186,2.054,1.4773,0.059644999999999726,-0.2771404176822493
187,2.075,1.5533,-0.021954999999999725,-1.4015475324878277
188,2.151,1.4941,0.1339649999999999,0.888050565904993
189,2.459,1.6562,0.22313000000000027,1.9612347964261447
190,2.315,1.619,0.12934999999999963,0.6687239040207449
191,2.304,1.5799,0.1711349999999996,1.1185004392267335
192,2.3,1.5959,0.14553499999999975,0.7669157737070824
193,2.352,1.5517,0.25720499999999946,2.0606864252389516
194,2.107,1.4846,0.10279000000000016,0.2369266448103374
195,2.162,1.5556,0.06193999999999944,-0.2525327036099967
196,2.207,1.5762,0.0791299999999997,-0.021754650596924514
197,2.288,1.6094,0.11530999999999958,0.39033748694777376
198,2.344,1.5725,0.2211249999999998,1.5300012911053575
199,2.345,1.5784,0.21416000000000013,1.300549498655115
