,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
2183,WAVESUSDT,THETAUSDT,0.04,-3.41,-3.37,8.17,9
2186,WAVESUSDT,LUNAUSDT,0.0,-4.32,-3.37,0.28,9
291,UNIUSDT,SKLUSDT,0.04,-3.46,-3.37,47.34,9
811,CHZUSDT,BICOUSDT,0.03,-3.53,-3.37,0.15,9
1950,MASKUSDT,10000NFTUSDT,0.0,-4.11,-3.37,283.15,9
1805,AUDIOUSDT,GTCUSDT,0.01,-3.79,-3.37,0.19,8
648,COMPUSDT,BATUSDT,0.03,-3.55,-3.37,179.54,8
1622,SLPUSDT,ZENUSDT,0.0,-4.33,-3.37,0.0,8
706,SANDUSDT,AUDIOUSDT,0.0,-4.38,-3.37,2.36,8
173,LINKUSDT,EOSUSDT,0.04,-3.39,-3.37,6.27,8
1617,SLPUSDT,QTUMUSDT,0.0,-4.31,-3.37,0.0,8
1615,SLPUSDT,CRVUSDT,0.04,-3.45,-3.37,0.01,8
1592,STORJUSDT,DGBUSDT,0.03,-3.49,-3.37,39.87,8
973,ALGOUSDT,VETUSDT,0.04,-3.39,-3.37,11.51,8
1822,AUDIOUSDT,SCRTUSDT,0.04,-3.43,-3.37,0.23,8
674,AXSUSDT,AUDIOUSDT,0.0,-5.83,-3.37,42.16,8
2376,HNTUSDT,CRVUSDT,0.02,-3.61,-3.37,8.99,8
2377,HNTUSDT,YFIUSDT,0.02,-3.63,-3.37,0.0,8
654,COMPUSDT,STXUSDT,0.03,-3.54,-3.37,108.83,8
2137,IOTAUSDT,CELOUSDT,0.02,-3.66,-3.37,0.2,8
907,BSVUSDT,CELOUSDT,0.0,-5.93,-3.37,23.43,8
2385,HNTUSDT,RUNEUSDT,0.01,-3.91,-3.37,2.39,8
2088,ARUSDT,CELOUSDT,0.02,-3.73,-3.37,9.09,8
1165,DASHUSDT,HNTUSDT,0.01,-4.11,-3.37,5.11,8
1958,CTKUSDT,XRPUSDT,0.02,-3.75,-3.37,1.75,8
1207,GALAUSDT,AUDIOUSDT,0.0,-4.95,-3.37,0.18,8
564,TRXUSDT,MKRUSDT,0.02,-3.73,-3.37,0.0,8
1249,HBARUSDT,AUDIOUSDT,0.0,-4.12,-3.37,0.17,8
1450,LRCUSDT,AUDIOUSDT,0.05,-3.37,-3.37,0.78,8
480,FILUSDT,AUDIOUSDT,0.03,-3.47,-3.37,17.28,8
44,EOSUSDT,ALGOUSDT,0.02,-3.73,-3.37,3.15,8
1851,GTCUSDT,COTIUSDT,0.04,-3.42,-3.37,23.18,8
1397,RUNEUSDT,SLPUSDT,0.04,-3.41,-3.37,446.03,8
924,ICPUSDT,SXPUSDT,0.02,-3.62,-3.37,13.94,8
2162,CELOUSDT,BAKEUSDT,0.02,-3.67,-3.37,4.01,8
880,YFIUSDT,AUDIOUSDT,0.01,-3.81,-3.37,16546.49,8
770,ATOMUSDT,SLPUSDT,0.0,-4.64,-3.37,1293.99,8
1743,SXPUSDT,ANTUSDT,0.03,-3.58,-3.37,0.28,8
1696,QTUMUSDT,AUDIOUSDT,0.02,-3.62,-3.37,5.57,8
830,CRVUSDT,AUDIOUSDT,0.03,-3.5,-3.37,1.96,8
1809,AUDIOUSDT,ANTUSDT,0.01,-4.09,-3.37,0.26,8
1651,ANKRUSDT,SLPUSDT,0.0,-4.21,-3.37,3.78,8
1646,SLPUSDT,DGBUSDT,0.0,-4.17,-3.37,0.73,8
202,ADAUSDT,TRXUSDT,0.01,-3.94,-3.37,16.68,8
289,UNIUSDT,AUDIOUSDT,0.02,-3.61,-3.37,7.96,8
2585,GMTUSDT,LITUSDT,0.01,-3.92,-3.37,1.43,7
2541,GMTUSDT,DYDXUSDT,0.01,-3.91,-3.37,0.4,7
556,XLMUSDT,DGBUSDT,0.01,-3.96,-3.37,7.16,7
1198,GALAUSDT,CELRUSDT,0.0,-4.13,-3.37,4.04,7
1194,GALAUSDT,BTCUSDT,0.05,-3.37,-3.37,0.0,7
2586,GMTUSDT,CVCUSDT,0.01,-4.11,-3.37,7.17,7
1246,HBARUSDT,SNXUSDT,0.02,-3.6,-3.37,0.04,7
1178,FTTUSDT,SFPUSDT,0.02,-3.64,-3.37,51.92,7
844,GRTUSDT,DASHUSDT,0.01,-3.96,-3.37,0.0,7
2457,XNOUSDT,KLAYUSDT,0.0,-4.39,-3.37,2.32,7
800,AVAXUSDT,1000BTTUSDT,0.02,-3.68,-3.37,42899.85,7
2464,RAYUSDT,ALPHAUSDT,0.0,-4.24,-3.37,6.95,7
2172,WAVESUSDT,UNIUSDT,0.01,-3.79,-3.37,2.76,7
2058,1INCHUSDT,HNTUSDT,0.03,-3.58,-3.37,0.07,7
29,EOSUSDT,MATICUSDT,0.01,-4.1,-3.37,1.67,7
2019,CTKUSDT,DGBUSDT,0.02,-3.64,-3.37,46.23,7
2026,BICOUSDT,10000NFTUSDT,0.03,-3.53,-3.37,95.68,7
2241,WAVESUSDT,ROSEUSDT,0.0,-4.35,-3.37,105.29,7
2189,WAVESUSDT,AVAXUSDT,0.02,-3.65,-3.37,0.33,7
2667,GLMRUSDT,BNBUSDT,0.01,-3.91,-3.37,0.01,7
2238,WAVESUSDT,RVNUSDT,0.02,-3.75,-3.37,461.1,7
1293,MKRUSDT,RSRUSDT,0.04,-3.41,-3.37,134910.06,7
2444,ZILUSDT,OCEANUSDT,0.0,-4.2,-3.37,0.23,7
1288,C98USDT,BAKEUSDT,0.04,-3.41,-3.37,1.68,7
324,XEMUSDT,CHRUSDT,0.0,-4.78,-3.37,0.2,7
549,XLMUSDT,RVNUSDT,0.0,-4.12,-3.37,3.4,7
2544,GMTUSDT,OMGUSDT,0.01,-3.99,-3.37,0.45,7
2234,WAVESUSDT,KLAYUSDT,0.02,-3.68,-3.37,26.14,7
1266,ONEUSDT,RSRUSDT,0.0,-5.1,-3.37,8.88,7
309,UNIUSDT,CTSIUSDT,0.01,-3.81,-3.37,25.66,7
1155,DASHUSDT,ANTUSDT,0.01,-4.11,-3.37,23.49,7
854,GRTUSDT,LITUSDT,0.02,-3.61,-3.37,0.27,7
294,UNIUSDT,MASKUSDT,0.0,-4.83,-3.37,2.15,7
2525,GMTUSDT,LUNAUSDT,0.01,-3.88,-3.37,0.02,7
959,FTMUSDT,RSRUSDT,0.0,-4.28,-3.37,85.57,7
2505,GMTUSDT,XTZUSDT,0.01,-3.93,-3.37,0.67,7
2164,WAVESUSDT,ETHUSDT,0.04,-3.45,-3.37,0.01,7
697,SANDUSDT,CHRUSDT,0.0,-4.54,-3.37,5.87,7
952,FTMUSDT,BATUSDT,0.01,-3.97,-3.37,1.71,7
2208,WAVESUSDT,RENUSDT,0.01,-3.98,-3.37,68.48,7
1911,RSRUSDT,RVNUSDT,0.02,-3.68,-3.37,0.25,7
2479,BANDUSDT,REQUSDT,0.02,-3.75,-3.37,17.63,7
939,ICPUSDT,BANDUSDT,0.03,-3.5,-3.37,4.33,7
2165,WAVESUSDT,EOSUSDT,0.0,-4.41,-3.37,11.36,7
929,ICPUSDT,RSRUSDT,0.03,-3.56,-3.37,1224.0,7
346,SUSHIUSDT,CRVUSDT,0.04,-3.41,-3.37,1.45,7
900,BSVUSDT,SLPUSDT,0.0,-5.11,-3.37,4175.29,7
2297,DENTUSDT,ALPHAUSDT,0.0,-4.28,-3.37,0.01,7
881,YFIUSDT,LITUSDT,0.01,-3.9,-3.37,13605.23,7
966,FTMUSDT,HNTUSDT,0.0,-4.37,-3.37,0.06,7
507,SOLUSDT,SKLUSDT,0.04,-3.4,-3.37,536.77,7
879,YFIUSDT,SLPUSDT,0.0,-4.52,-3.37,1002205.96,7
1913,RSRUSDT,CREAMUSDT,0.0,-5.05,-3.37,0.0,7
748,ATOMUSDT,XRPUSDT,0.05,-3.37,-3.37,35.85,7
2139,IOTAUSDT,HNTUSDT,0.0,-4.8,-3.37,0.03,7
2556,GMTUSDT,ALICEUSDT,0.01,-3.96,-3.37,0.32,7
639,THETAUSDT,KDAUSDT,0.02,-3.61,-3.37,0.53,7
2665,GLMRUSDT,ADAUSDT,0.03,-3.52,-3.37,3.89,7
1070,OMGUSDT,CROUSDT,0.02,-3.69,-3.37,11.17,7
1944,MASKUSDT,STXUSDT,0.04,-3.41,-3.37,3.72,7
1889,SCUSDT,BNBUSDT,0.04,-3.41,-3.37,0.0,7
1951,MASKUSDT,QNTUSDT,0.02,-3.62,-3.37,0.04,7
571,TRXUSDT,SLPUSDT,0.04,-3.43,-3.37,3.02,7
2212,WAVESUSDT,FLOWUSDT,0.02,-3.65,-3.37,4.4,7
568,TRXUSDT,CHRUSDT,0.0,-5.12,-3.37,0.12,7
508,SOLUSDT,RSRUSDT,0.01,-3.97,-3.37,7465.81,7
1941,MASKUSDT,GALAUSDT,0.04,-3.42,-3.37,21.15,7
2317,LOOKSUSDT,BTCUSDT,0.02,-3.61,-3.37,0.0,7
125,BCHUSDT,LOOKSUSDT,0.02,-3.59,-3.37,192.43,7
2312,CREAMUSDT,HOTUSDT,0.0,-4.21,-3.37,8028.87,7
2642,GMTUSDT,BAKEUSDT,0.01,-3.93,-3.37,2.38,7
1606,SNXUSDT,REQUSDT,0.03,-3.51,-3.37,22.55,7
2382,HNTUSDT,ONEUSDT,0.03,-3.55,-3.37,163.81,7
1532,BATUSDT,ICPUSDT,0.04,-3.41,-3.37,0.04,7
460,ETCUSDT,SRMUSDT,0.03,-3.48,-3.37,15.56,7
2682,BAKEUSDT,AAVEUSDT,0.03,-3.51,-3.37,0.0,7
390,DOGEUSDT,GRTUSDT,0.02,-3.74,-3.37,0.35,7
1491,IOTXUSDT,STXUSDT,0.03,-3.48,-3.37,0.06,7
151,LTCUSDT,SLPUSDT,0.01,-3.85,-3.37,5338.37,7
1610,SNXUSDT,HNTUSDT,0.04,-3.41,-3.37,0.25,7
152,LTCUSDT,CROUSDT,0.01,-4.04,-3.37,255.56,7
2638,GMTUSDT,DGBUSDT,0.01,-3.96,-3.37,77.0,7
458,MATICUSDT,DGBUSDT,0.0,-4.74,-3.37,51.04,7
2690,FXSUSDT,BTCUSDT,0.02,-3.64,-3.37,0.0,7
398,DOGEUSDT,FLOWUSDT,0.01,-3.78,-3.37,0.02,7
2394,HNTUSDT,RSRUSDT,0.03,-3.54,-3.37,1453.62,7
1517,CHRUSDT,STXUSDT,0.0,-4.73,-3.37,0.4,7
2392,HNTUSDT,LITUSDT,0.01,-4.06,-3.37,14.46,7
1520,CHRUSDT,ARUSDT,0.03,-3.57,-3.37,0.02,7
2313,CREAMUSDT,ALPHAUSDT,0.0,-4.39,-3.37,103.91,7
407,DOGEUSDT,LITUSDT,0.02,-3.71,-3.37,0.09,7
1528,CHRUSDT,OCEANUSDT,0.01,-3.9,-3.37,0.94,7
361,SUSHIUSDT,HNTUSDT,0.03,-3.49,-3.37,0.16,7
2001,CTKUSDT,KLAYUSDT,0.01,-3.78,-3.37,1.25,7
1665,LPTUSDT,BNBUSDT,0.02,-3.63,-3.37,0.06,7
2333,LOOKSUSDT,CROUSDT,0.01,-3.84,-3.37,3.88,7
2261,WAVESUSDT,GMTUSDT,0.01,-3.91,-3.37,12.37,7
1400,RUNEUSDT,CROUSDT,0.0,-4.38,-3.37,21.24,7
365,AAVEUSDT,GRTUSDT,0.01,-3.94,-3.37,466.85,7
1749,SXPUSDT,HNTUSDT,0.04,-3.41,-3.37,0.06,7
1833,ZENUSDT,CTSIUSDT,0.04,-3.44,-3.37,106.64,7
1425,ILVUSDT,CHRUSDT,0.04,-3.39,-3.37,1147.25,7
236,ADAUSDT,MASKUSDT,0.03,-3.58,-3.37,0.22,7
234,ADAUSDT,RSRUSDT,0.0,-4.56,-3.37,68.76,7
1719,CROUSDT,1INCHUSDT,0.04,-3.43,-3.37,0.27,7
228,ADAUSDT,YGGUSDT,0.0,-4.44,-3.37,0.41,7
1566,STORJUSDT,GRTUSDT,0.05,-3.37,-3.37,2.76,7
1715,CROUSDT,SFPUSDT,0.02,-3.76,-3.37,0.5,7
2677,GLMRUSDT,CROUSDT,0.02,-3.62,-3.37,9.34,7
500,SOLUSDT,ONEUSDT,0.01,-3.95,-3.37,840.92,7
2262,WAVESUSDT,BSWUSDT,0.03,-3.58,-3.37,22.86,7
496,SOLUSDT,DYDXUSDT,0.04,-3.43,-3.37,20.91,7
474,BNBUSDT,FXSUSDT,0.02,-3.68,-3.37,13.41,7
2011,CTKUSDT,RAYUSDT,0.0,-4.33,-3.37,0.44,7
223,ADAUSDT,ENSUSDT,0.04,-3.42,-3.37,0.06,7
1466,ENSUSDT,REQUSDT,0.03,-3.54,-3.37,66.39,7
378,AAVEUSDT,CREAMUSDT,0.0,-4.12,-3.37,4.29,7
2644,GMTUSDT,FXSUSDT,0.0,-4.19,-3.37,0.07,7
2258,WAVESUSDT,PAXGUSDT,0.04,-3.39,-3.37,0.01,7
1625,SLPUSDT,SCUSDT,0.04,-3.41,-3.37,1.86,6
1618,SLPUSDT,SXPUSDT,0.0,-5.37,-3.37,0.02,6
951,FTMUSDT,CHRUSDT,0.0,-4.86,-3.37,2.57,6
809,CHZUSDT,SLPUSDT,0.02,-3.74,-3.37,11.39,6
1374,TLMUSDT,SLPUSDT,0.0,-5.1,-3.37,5.39,6
1820,AUDIOUSDT,HOTUSDT,0.04,-3.39,-3.37,225.56,6
1635,SLPUSDT,RVNUSDT,0.0,-4.4,-3.37,0.34,6
732,MANAUSDT,AUDIOUSDT,0.0,-4.46,-3.37,1.84,6
991,ALGOUSDT,SLPUSDT,0.0,-4.98,-3.37,37.14,6
1644,SLPUSDT,HOTUSDT,0.0,-6.28,-3.37,3.72,6
1653,ANKRUSDT,AUDIOUSDT,0.0,-5.38,-3.37,0.06,6
766,ATOMUSDT,FLOWUSDT,0.03,-3.49,-3.37,4.28,6
853,GRTUSDT,AUDIOUSDT,0.03,-3.53,-3.37,0.33,6
1760,YGGUSDT,AUDIOUSDT,0.0,-4.69,-3.37,2.01,6
256,DOTUSDT,AUDIOUSDT,0.04,-3.38,-3.37,15.61,6
982,ALGOUSDT,COTIUSDT,0.01,-3.9,-3.37,2.72,6
601,VETUSDT,AUDIOUSDT,0.0,-4.44,-3.37,0.05,6
1483,IOTXUSDT,COTIUSDT,0.03,-3.58,-3.37,0.29,6
2085,ARUSDT,SLPUSDT,0.03,-3.49,-3.37,1619.51,6
506,SOLUSDT,AUDIOUSDT,0.0,-5.78,-3.37,90.32,6
1787,SFPUSDT,AUDIOUSDT,0.0,-4.88,-3.37,0.68,6
1960,CTKUSDT,XTZUSDT,0.03,-3.55,-3.37,0.4,6
1317,ALICEUSDT,AUDIOUSDT,0.01,-3.85,-3.37,5.41,6
1942,MASKUSDT,COTIUSDT,0.04,-3.4,-3.37,16.42,6
1431,FLOWUSDT,SLPUSDT,0.0,-4.22,-3.37,302.74,6
505,SOLUSDT,SLPUSDT,0.0,-4.67,-3.37,5471.58,6
542,XLMUSDT,AUDIOUSDT,0.01,-3.84,-3.37,0.16,6
1262,ONEUSDT,SLPUSDT,0.03,-3.54,-3.37,6.51,6
115,BCHUSDT,AUDIOUSDT,0.01,-3.96,-3.37,259.91,6
1239,HBARUSDT,EOSUSDT,0.02,-3.64,-3.37,0.09,6
1227,CELRUSDT,AUDIOUSDT,0.01,-4.02,-3.37,0.04,6
154,LTCUSDT,AUDIOUSDT,0.02,-3.72,-3.37,88.17,6
1339,EGLDUSDT,SLPUSDT,0.0,-4.14,-3.37,7978.69,6
443,MATICUSDT,AUDIOUSDT,0.0,-4.71,-3.37,1.15,6
2387,HNTUSDT,SLPUSDT,0.0,-4.3,-3.37,1064.64,6
166,XTZUSDT,SLPUSDT,0.0,-6.11,-3.37,158.03,6
2386,HNTUSDT,FLOWUSDT,0.02,-3.6,-3.37,3.52,6
1377,TLMUSDT,AUDIOUSDT,0.0,-5.17,-3.37,0.09,6
1103,IOSTUSDT,SLPUSDT,0.01,-3.99,-3.37,1.52,6
1543,BATUSDT,AUDIOUSDT,0.02,-3.71,-3.37,0.6,6
650,COMPUSDT,SLPUSDT,0.0,-4.37,-3.37,6585.13,6
440,MATICUSDT,SXPUSDT,0.02,-3.63,-3.37,1.09,5
68,EOSUSDT,ANTUSDT,0.01,-3.98,-3.37,0.5,5
438,MATICUSDT,SLPUSDT,0.0,-4.85,-3.37,69.87,5
528,XLMUSDT,ICPUSDT,0.04,-3.39,-3.37,0.01,5
752,ATOMUSDT,BNBUSDT,0.01,-3.83,-3.37,0.06,5
520,SOLUSDT,ALPHAUSDT,0.0,-4.6,-3.37,264.71,5
509,SOLUSDT,CTKUSDT,0.04,-3.38,-3.37,86.22,5
349,SUSHIUSDT,EGLDUSDT,0.0,-4.5,-3.37,0.02,5
91,BCHUSDT,TRXUSDT,0.02,-3.73,-3.37,5213.71,5
419,DOGEUSDT,HOTUSDT,0.02,-3.71,-3.37,25.7,5
567,TRXUSDT,IOTXUSDT,0.04,-3.41,-3.37,0.77,5
555,XLMUSDT,NEOUSDT,0.02,-3.7,-3.37,0.01,5
724,MANAUSDT,ICPUSDT,0.04,-3.41,-3.37,0.12,5
563,TRXUSDT,CELRUSDT,0.04,-3.38,-3.37,1.15,5
467,BNBUSDT,CHRUSDT,0.0,-4.31,-3.37,817.05,5
411,DOGEUSDT,DUSKUSDT,0.03,-3.59,-3.37,0.37,5
356,SUSHIUSDT,STXUSDT,0.04,-3.42,-3.37,2.85,5
32,EOSUSDT,TRXUSDT,0.01,-4.01,-3.37,38.79,5
433,MATICUSDT,TLMUSDT,0.01,-3.93,-3.37,12.98,5
4,BTCUSDT,RUNEUSDT,0.01,-4.05,-3.37,4541.19,5
31,EOSUSDT,XLMUSDT,0.0,-4.11,-3.37,11.94,5
2651,ALPHAUSDT,UNIUSDT,0.01,-4.03,-3.37,0.04,5
452,MATICUSDT,DENTUSDT,0.02,-3.69,-3.37,495.65,5
197,ADAUSDT,AAVEUSDT,0.02,-3.63,-3.37,0.01,5
2636,GMTUSDT,ALPHAUSDT,0.01,-3.93,-3.37,5.09,5
2570,GMTUSDT,SNXUSDT,0.01,-4.01,-3.37,0.4,5
2200,WAVESUSDT,DASHUSDT,0.0,-4.37,-3.37,0.24,5
2405,HNTUSDT,CTSIUSDT,0.02,-3.68,-3.37,56.65,5
1526,CHRUSDT,HNTUSDT,0.02,-3.65,-3.37,0.02,5
2353,10000NFTUSDT,ADAUSDT,0.04,-3.45,-3.37,0.02,5
1084,OMGUSDT,QNTUSDT,0.04,-3.46,-3.37,0.04,5
1478,IOTXUSDT,LTCUSDT,0.03,-3.49,-3.37,0.0,5
2412,QNTUSDT,LUNAUSDT,0.02,-3.59,-3.37,1.24,5
2041,REQUSDT,ALPHAUSDT,0.05,-3.38,-3.37,0.57,5
1446,LRCUSDT,CHRUSDT,0.0,-4.72,-3.37,1.95,5
855,GRTUSDT,RSRUSDT,0.0,-4.17,-3.37,26.98,5
2074,ANTUSDT,RAYUSDT,0.01,-3.8,-3.37,1.62,5
1245,HBARUSDT,CHRUSDT,0.01,-3.79,-3.37,0.41,5
2196,WAVESUSDT,ALGOUSDT,0.03,-3.48,-3.37,35.8,5
1998,CTKUSDT,MASKUSDT,0.04,-3.43,-3.37,0.28,5
1637,SLPUSDT,CREAMUSDT,0.0,-4.22,-3.37,0.0,5
2451,XNOUSDT,BNBUSDT,0.01,-3.84,-3.37,0.01,5
1277,C98USDT,OMGUSDT,0.03,-3.55,-3.37,0.32,5
2447,ZILUSDT,GLMRUSDT,0.01,-3.8,-3.37,0.03,5
1287,C98USDT,DGBUSDT,0.03,-3.56,-3.37,54.52,5
2057,1INCHUSDT,10000NFTUSDT,0.0,-5.68,-3.37,98.75,5
1560,BATUSDT,ALPHAUSDT,0.03,-3.5,-3.37,1.77,5
2374,HNTUSDT,AXSUSDT,0.03,-3.48,-3.37,0.42,5
1321,ALICEUSDT,ANTUSDT,0.03,-3.59,-3.37,1.41,5
1328,ALICEUSDT,ALPHAUSDT,0.0,-4.9,-3.37,15.87,5
2417,QNTUSDT,API3USDT,0.02,-3.65,-3.37,25.39,5
2105,XMRUSDT,LUNAUSDT,0.03,-3.54,-3.37,2.2,5
2395,HNTUSDT,MASKUSDT,0.04,-3.41,-3.37,4.74,5
1827,ZENUSDT,MASKUSDT,0.0,-4.42,-3.37,8.92,5
1022,DYDXUSDT,MKRUSDT,0.01,-4.04,-3.37,0.0,5
867,SHIB1000USDT,CRVUSDT,0.04,-3.4,-3.37,0.01,5
2278,KNCUSDT,PAXGUSDT,0.04,-3.43,-3.37,0.0,5
1972,CTKUSDT,GRTUSDT,0.02,-3.66,-3.37,3.21,5
1974,CTKUSDT,ICPUSDT,0.02,-3.66,-3.37,0.07,5
2175,WAVESUSDT,DOGEUSDT,0.0,-4.26,-3.37,191.43,5
873,SHIB1000USDT,ASTRUSDT,0.02,-3.67,-3.37,0.1,5
1947,MASKUSDT,RVNUSDT,0.02,-3.62,-3.37,77.86,5
2213,WAVESUSDT,WOOUSDT,0.02,-3.66,-3.37,53.44,5
1917,RSRUSDT,DGBUSDT,0.04,-3.47,-3.37,0.53,5
1904,RSRUSDT,SUSHIUSDT,0.04,-3.38,-3.37,0.0,5
1983,CTKUSDT,TLMUSDT,0.02,-3.6,-3.37,11.76,5
1364,EGLDUSDT,ALPHAUSDT,0.04,-3.44,-3.37,386.15,5
1480,IOTXUSDT,SANDUSDT,0.04,-3.44,-3.37,0.03,5
1783,SFPUSDT,BTCUSDT,0.03,-3.53,-3.37,0.0,5
942,FTMUSDT,BTCUSDT,0.03,-3.57,-3.37,0.0,5
1753,SXPUSDT,ALPHAUSDT,0.02,-3.75,-3.37,3.11,5
1741,SXPUSDT,MASKUSDT,0.04,-3.4,-3.37,0.29,5
974,ALGOUSDT,ICPUSDT,0.05,-3.37,-3.37,0.04,5
2240,WAVESUSDT,KAVAUSDT,0.01,-4.02,-3.37,6.26,5
1674,LPTUSDT,SKLUSDT,0.03,-3.53,-3.37,115.83,5
1004,ALGOUSDT,ANTUSDT,0.03,-3.49,-3.37,0.16,5
1664,LPTUSDT,SUSHIUSDT,0.03,-3.5,-3.37,6.85,5
1018,DYDXUSDT,YFIUSDT,0.04,-3.41,-3.37,0.0,5
1537,BATUSDT,SLPUSDT,0.0,-5.43,-3.37,36.64,4
167,XTZUSDT,AUDIOUSDT,0.04,-3.41,-3.37,2.61,4
2259,WAVESUSDT,ANCUSDT,0.01,-3.97,-3.37,10.15,4
1603,SNXUSDT,AUDIOUSDT,0.01,-3.9,-3.37,4.38,4
1619,SLPUSDT,YGGUSDT,0.0,-4.94,-3.37,0.01,4
1627,SLPUSDT,STXUSDT,0.0,-4.16,-3.37,0.02,4
1629,SLPUSDT,1INCHUSDT,0.0,-4.7,-3.37,0.01,4
2403,HNTUSDT,API3USDT,0.01,-3.77,-3.37,4.56,4
1633,SLPUSDT,IOTAUSDT,0.0,-4.64,-3.37,0.03,4
1640,SLPUSDT,RAYUSDT,0.0,-5.16,-3.37,0.01,4
174,LINKUSDT,ADAUSDT,0.0,-4.13,-3.37,14.58,4
187,LINKUSDT,SLPUSDT,0.02,-3.6,-3.37,734.12,4
1514,CHRUSDT,SFPUSDT,0.0,-4.66,-3.37,0.59,4
1620,SLPUSDT,SFPUSDT,0.0,-4.14,-3.37,0.02,4
2674,GLMRUSDT,RENUSDT,0.04,-3.44,-3.37,10.06,4
1315,ALICEUSDT,SLPUSDT,0.0,-5.56,-3.37,327.97,4
2004,CTKUSDT,CELOUSDT,0.0,-4.41,-3.37,0.36,4
2490,OCEANUSDT,SLPUSDT,0.02,-3.64,-3.37,25.93,4
954,FTMUSDT,SLPUSDT,0.0,-4.92,-3.37,62.74,4
701,SANDUSDT,SLPUSDT,0.0,-4.86,-3.37,143.23,4
599,VETUSDT,SLPUSDT,0.0,-4.44,-3.37,3.23,4
1100,IOSTUSDT,CHRUSDT,0.01,-3.81,-3.37,0.06,4
2708,FXSUSDT,AUDIOUSDT,0.03,-3.53,-3.37,24.54,4
926,ICPUSDT,AUDIOUSDT,0.0,-4.84,-3.37,14.81,4
902,BSVUSDT,AUDIOUSDT,0.0,-5.37,-3.37,68.95,4
997,ALGOUSDT,AUDIOUSDT,0.03,-3.5,-3.37,0.61,4
740,MANAUSDT,HNTUSDT,0.03,-3.54,-3.37,0.1,4
2658,STMXUSDT,CHRUSDT,0.02,-3.72,-3.37,0.04,3
709,SANDUSDT,MASKUSDT,0.0,-4.17,-3.37,0.64,3
1714,CROUSDT,CHRUSDT,0.02,-3.71,-3.37,0.86,3
768,ATOMUSDT,CHRUSDT,0.0,-5.54,-3.37,53.03,3
2,BTCUSDT,DOTUSDT,0.02,-3.73,-3.37,2142.58,3
367,AAVEUSDT,BSVUSDT,0.02,-3.61,-3.37,2.2,3
757,ATOMUSDT,FTMUSDT,0.03,-3.49,-3.37,20.66,3
874,YFIUSDT,BTCUSDT,0.04,-3.42,-3.37,0.49,3
1975,CTKUSDT,FTMUSDT,0.02,-3.64,-3.37,1.01,3
1939,MASKUSDT,LTCUSDT,0.03,-3.47,-3.37,0.04,3
326,XEMUSDT,SLPUSDT,0.0,-4.34,-3.37,4.99,3
323,XEMUSDT,IOTXUSDT,0.04,-3.41,-3.37,1.28,3
921,ICPUSDT,EGLDUSDT,0.03,-3.47,-3.37,0.11,3
1980,CTKUSDT,CELRUSDT,0.03,-3.52,-3.37,24.04,3
1916,RSRUSDT,RAYUSDT,0.03,-3.52,-3.37,0.01,3
2106,XMRUSDT,JASMYUSDT,0.03,-3.51,-3.37,8065.54,3
226,ADAUSDT,SLPUSDT,0.02,-3.62,-3.37,50.38,3
1907,RSRUSDT,YFIUSDT,0.04,-3.42,-3.37,0.0,3
1999,CTKUSDT,BICOUSDT,0.02,-3.71,-3.37,0.83,3
652,COMPUSDT,CROUSDT,0.04,-3.44,-3.37,314.24,3
434,MATICUSDT,IOTXUSDT,0.03,-3.54,-3.37,17.87,3
283,UNIUSDT,STORJUSDT,0.02,-3.62,-3.37,8.83,3
1438,FLOWUSDT,BANDUSDT,0.01,-3.98,-3.37,1.46,3
2416,QNTUSDT,BANDUSDT,0.0,-4.39,-3.37,28.57,3
445,MATICUSDT,RSRUSDT,0.03,-3.57,-3.37,95.38,3
1529,CHRUSDT,1000BTTUSDT,0.0,-4.67,-3.37,260.01,3
1531,BATUSDT,SUSHIUSDT,0.04,-3.39,-3.37,0.21,3
1379,TLMUSDT,LITUSDT,0.04,-3.43,-3.37,0.07,3
2255,WAVESUSDT,RSS3USDT,0.0,-4.95,-3.37,116.29,3
435,MATICUSDT,CHRUSDT,0.01,-3.79,-3.37,2.86,3
1363,EGLDUSDT,CTSIUSDT,0.0,-4.49,-3.37,424.38,3
1313,ALICEUSDT,CHRUSDT,0.04,-3.42,-3.37,13.43,3
2064,SPELLUSDT,KNCUSDT,0.03,-3.57,-3.37,0.0,3
1614,SLPUSDT,XLMUSDT,0.03,-3.52,-3.37,0.1,3
2066,ANTUSDT,BCHUSDT,0.03,-3.54,-3.37,0.01,3
2075,DUSKUSDT,QNTUSDT,0.01,-4.05,-3.37,0.0,3
1109,IOSTUSDT,LITUSDT,0.03,-3.59,-3.37,0.02,3
1095,IOSTUSDT,AXSUSDT,0.02,-3.68,-3.37,0.0,3
2352,JASMYUSDT,PAXGUSDT,0.01,-4.04,-3.37,0.0,3
623,THETAUSDT,CHRUSDT,0.01,-3.93,-3.37,6.66,3
1662,ANKRUSDT,BANDUSDT,0.0,-4.49,-3.37,0.02,3
1992,CTKUSDT,AUDIOUSDT,0.02,-3.7,-3.37,1.05,2
6,BTCUSDT,AUDIOUSDT,0.01,-3.8,-3.37,33394.3,2
851,GRTUSDT,SLPUSDT,0.0,-6.99,-3.37,19.78,2
284,UNIUSDT,SLPUSDT,0.04,-3.46,-3.37,482.48,2
