,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
2398,HNTUSDT,CELOUSDT,0.0,-5.81,-3.37,5.97,14
1946,MASKUSDT,CELOUSDT,0.0,-4.54,-3.37,1.26,14
1516,CHRUSDT,LITUSDT,0.04,-3.41,-3.37,0.33,14
2144,CELOUSDT,SNXUSDT,0.0,-4.25,-3.37,0.67,14
2143,CELOUSDT,AAVEUSDT,0.0,-5.05,-3.37,0.02,14
1823,AUDIOUSDT,BAKEUSDT,0.03,-3.5,-3.37,1.36,14
158,LTCUSDT,REQUSDT,0.01,-3.86,-3.37,455.53,14
2157,CELOUSDT,CTSIUSDT,0.02,-3.72,-3.37,9.46,14
2407,HNTUSDT,DGBUSDT,0.0,-7.06,-3.37,777.86,14
1242,HBARUSDT,DASHUSDT,0.02,-3.67,-3.37,0.0,14
1810,AUDIOUSDT,DUSKUSDT,0.04,-3.42,-3.37,3.28,14
1253,HBARUSDT,CREAMUSDT,0.0,-4.69,-3.37,0.0,14
140,LTCUSDT,COMPUSDT,0.04,-3.46,-3.37,0.81,14
2452,XNOUSDT,COTIUSDT,0.02,-3.65,-3.37,8.6,14
126,BCHUSDT,HNTUSDT,0.03,-3.53,-3.37,14.77,14
1310,ALICEUSDT,ICPUSDT,0.03,-3.5,-3.37,0.37,14
1322,ALICEUSDT,CELOUSDT,0.0,-4.99,-3.37,1.84,14
1795,SFPUSDT,CELOUSDT,0.03,-3.55,-3.37,0.23,14
1444,LRCUSDT,COTIUSDT,0.04,-3.4,-3.37,3.47,14
2433,ZILUSDT,IOTXUSDT,0.0,-4.26,-3.37,1.51,14
1433,FLOWUSDT,CELOUSDT,0.02,-3.66,-3.37,1.7,14
1384,TLMUSDT,CELOUSDT,0.0,-4.11,-3.37,0.03,14
244,ADAUSDT,CKBUSDT,0.01,-4.08,-3.37,90.22,14
1857,GTCUSDT,CELOUSDT,0.01,-3.83,-3.37,1.78,14
1561,BATUSDT,DGBUSDT,0.0,-5.45,-3.37,26.75,14
849,GRTUSDT,CHRUSDT,0.0,-4.61,-3.37,0.81,14
36,EOSUSDT,MANAUSDT,0.01,-4.01,-3.37,1.05,14
783,ATOMUSDT,CELOUSDT,0.0,-4.68,-3.37,7.26,14
320,XEMUSDT,COTIUSDT,0.04,-3.45,-3.37,0.36,14
1895,SCUSDT,CELOUSDT,0.01,-4.04,-3.37,0.0,14
1570,STORJUSDT,TLMUSDT,0.04,-3.45,-3.37,10.14,14
2383,HNTUSDT,COTIUSDT,0.0,-5.05,-3.37,77.92,14
2555,GMTUSDT,COTIUSDT,0.01,-4.05,-3.37,7.73,14
285,UNIUSDT,LPTUSDT,0.01,-3.95,-3.37,0.41,14
250,DOTUSDT,ATOMUSDT,0.02,-3.64,-3.37,0.73,14
1583,STORJUSDT,IOTAUSDT,0.03,-3.59,-3.37,1.54,14
2192,WAVESUSDT,YFIUSDT,0.01,-4.07,-3.37,0.0,13
2222,WAVESUSDT,YGGUSDT,0.03,-3.52,-3.37,10.97,13
1921,STXUSDT,FTTUSDT,0.04,-3.44,-3.37,0.03,13
2193,WAVESUSDT,BSVUSDT,0.0,-4.3,-3.37,0.32,13
1953,MASKUSDT,RAYUSDT,0.04,-3.44,-3.37,1.56,13
2187,WAVESUSDT,SANDUSDT,0.01,-3.83,-3.37,9.29,13
2217,WAVESUSDT,BATUSDT,0.04,-3.42,-3.37,36.32,13
2233,WAVESUSDT,REQUSDT,0.02,-3.68,-3.37,113.17,13
2334,LOOKSUSDT,ZENUSDT,0.03,-3.49,-3.37,0.04,13
2197,WAVESUSDT,DYDXUSDT,0.0,-4.2,-3.37,5.11,13
2185,WAVESUSDT,AXSUSDT,0.01,-3.91,-3.37,0.52,13
2061,KLAYUSDT,CREAMUSDT,0.03,-3.48,-3.37,0.02,13
2215,WAVESUSDT,ENSUSDT,0.0,-4.58,-3.37,1.71,13
1774,YGGUSDT,ALPHAUSDT,0.02,-3.72,-3.37,5.89,13
2068,ANTUSDT,MKRUSDT,0.01,-3.8,-3.37,0.0,13
1940,MASKUSDT,CRVUSDT,0.04,-3.43,-3.37,1.9,13
2322,LOOKSUSDT,FILUSDT,0.02,-3.68,-3.37,0.08,13
2214,WAVESUSDT,LRCUSDT,0.03,-3.57,-3.37,28.01,13
2169,WAVESUSDT,XTZUSDT,0.02,-3.7,-3.37,8.43,13
2228,WAVESUSDT,CVCUSDT,0.01,-3.77,-3.37,90.57,13
1693,QTUMUSDT,CROUSDT,0.02,-3.71,-3.37,16.1,13
2107,XMRUSDT,PAXGUSDT,0.0,-4.64,-3.37,0.12,13
1716,CROUSDT,GTCUSDT,0.03,-3.48,-3.37,0.07,13
1906,RSRUSDT,AXSUSDT,0.04,-3.38,-3.37,0.0,13
1873,LITUSDT,QNTUSDT,0.01,-4.09,-3.37,0.01,13
1717,CROUSDT,SCUSDT,0.0,-4.46,-3.37,39.08,13
2251,WAVESUSDT,CKBUSDT,0.0,-4.25,-3.37,2378.95,13
1752,SXPUSDT,RAYUSDT,0.03,-3.55,-3.37,0.45,13
2008,CTKUSDT,10000NFTUSDT,0.04,-3.47,-3.37,79.88,13
2146,CELOUSDT,WAVESUSDT,0.04,-3.44,-3.37,0.13,13
2018,CTKUSDT,STMXUSDT,0.01,-3.88,-3.37,66.86,13
2243,WAVESUSDT,CREAMUSDT,0.0,-4.52,-3.37,0.62,13
1884,RNDRUSDT,COTIUSDT,0.02,-3.65,-3.37,8.73,13
2260,WAVESUSDT,KDAUSDT,0.01,-3.79,-3.37,4.36,13
2263,WAVESUSDT,CTSIUSDT,0.03,-3.48,-3.37,70.93,13
2132,PEOPLEUSDT,GLMRUSDT,0.01,-3.82,-3.37,0.01,13
2129,PEOPLEUSDT,CKBUSDT,0.03,-3.52,-3.37,4.94,13
1841,SKLUSDT,CREAMUSDT,0.01,-3.87,-3.37,0.0,13
2242,WAVESUSDT,DENTUSDT,0.03,-3.51,-3.37,9453.6,13
2268,WAVESUSDT,BAKEUSDT,0.03,-3.53,-3.37,30.06,13
2177,WAVESUSDT,BNBUSDT,0.01,-3.97,-3.37,0.07,13
2039,REQUSDT,PAXGUSDT,0.03,-3.58,-3.37,0.0,13
2176,WAVESUSDT,MATICUSDT,0.02,-3.7,-3.37,19.0,13
1979,CTKUSDT,GALAUSDT,0.02,-3.61,-3.37,5.96,13
1902,SCUSDT,1000BTTUSDT,0.0,-5.59,-3.37,5.71,13
1905,RSRUSDT,AAVEUSDT,0.05,-3.38,-3.37,0.0,13
1971,CTKUSDT,CRVUSDT,0.04,-3.46,-3.37,0.53,13
2715,FXSUSDT,SCRTUSDT,0.03,-3.54,-3.37,5.67,13
2199,WAVESUSDT,IOSTUSDT,0.03,-3.49,-3.37,874.12,13
2590,GMTUSDT,STXUSDT,0.01,-3.95,-3.37,1.75,13
2576,GMTUSDT,SXPUSDT,0.01,-3.96,-3.37,1.64,13
631,THETAUSDT,REQUSDT,0.02,-3.64,-3.37,13.86,13
632,THETAUSDT,KLAYUSDT,0.04,-3.41,-3.37,3.21,13
1259,ONEUSDT,YFIUSDT,0.04,-3.44,-3.37,0.0,13
644,COMPUSDT,C98USDT,0.02,-3.62,-3.37,88.08,13
2571,GMTUSDT,SLPUSDT,0.01,-3.92,-3.37,105.06,13
666,AXSUSDT,YFIUSDT,0.01,-3.8,-3.37,0.0,13
2568,GMTUSDT,BATUSDT,0.01,-3.98,-3.37,2.88,13
685,LUNAUSDT,REQUSDT,0.0,-4.19,-3.37,405.42,13
1233,CELRUSDT,CREAMUSDT,0.0,-4.79,-3.37,0.0,13
1232,CELRUSDT,RVNUSDT,0.0,-4.32,-3.37,0.91,13
1226,CELRUSDT,SFPUSDT,0.03,-3.5,-3.37,0.06,13
2567,GMTUSDT,CHRUSDT,0.01,-3.96,-3.37,4.31,13
1204,GALAUSDT,CROUSDT,0.02,-3.65,-3.37,0.51,13
700,SANDUSDT,SNXUSDT,0.02,-3.66,-3.37,0.54,13
2566,GMTUSDT,IOTXUSDT,0.01,-3.91,-3.37,26.97,13
704,SANDUSDT,YGGUSDT,0.0,-4.36,-3.37,1.18,13
715,SANDUSDT,NEOUSDT,0.0,-5.57,-3.37,0.13,13
1270,ONEUSDT,LOOKSUSDT,0.04,-3.45,-3.37,0.08,13
614,THETAUSDT,XRPUSDT,0.03,-3.5,-3.37,4.5,13
717,SANDUSDT,1000BTTUSDT,0.04,-3.42,-3.37,1530.3,13
1279,C98USDT,SNXUSDT,0.03,-3.52,-3.37,0.28,13
1393,RUNEUSDT,YFIUSDT,0.01,-3.81,-3.37,0.0,13
1391,TLMUSDT,BANDUSDT,0.03,-3.54,-3.37,0.03,13
551,XLMUSDT,LOOKSUSDT,0.01,-3.8,-3.37,0.12,13
2504,GMTUSDT,LTCUSDT,0.01,-3.92,-3.37,0.02,13
1373,TLMUSDT,SNXUSDT,0.04,-3.45,-3.37,0.02,13
1372,TLMUSDT,BATUSDT,0.01,-3.97,-3.37,0.15,13
1371,TLMUSDT,CHRUSDT,0.01,-4.05,-3.37,0.22,13
2428,ZILUSDT,GALAUSDT,0.0,-4.62,-3.37,0.56,13
569,TRXUSDT,BATUSDT,0.04,-3.38,-3.37,0.08,13
573,TRXUSDT,CROUSDT,0.02,-3.69,-3.37,0.14,13
2434,ZILUSDT,BATUSDT,0.0,-4.56,-3.37,0.16,13
574,TRXUSDT,SXPUSDT,0.01,-3.85,-3.37,0.05,13
576,TRXUSDT,SFPUSDT,0.0,-4.45,-3.37,0.07,13
580,TRXUSDT,STXUSDT,0.0,-4.29,-3.37,0.05,13
581,TRXUSDT,BICOUSDT,0.0,-4.63,-3.37,0.04,13
585,TRXUSDT,RVNUSDT,0.01,-4.04,-3.37,1.05,13
591,VETUSDT,MANAUSDT,0.0,-4.48,-3.37,0.03,13
1192,BITUSDT,OCEANUSDT,0.01,-4.05,-3.37,2.24,13
723,MANAUSDT,BSVUSDT,0.04,-3.43,-3.37,0.03,13
529,XLMUSDT,FTMUSDT,0.0,-4.43,-3.37,0.16,13
859,GRTUSDT,CREAMUSDT,0.0,-5.21,-3.37,0.01,13
2533,GMTUSDT,ENJUSDT,0.0,-4.22,-3.37,1.35,13
2487,OCEANUSDT,RUNEUSDT,0.02,-3.66,-3.37,0.06,13
1037,DYDXUSDT,XNOUSDT,0.01,-3.98,-3.37,2.22,13
2531,GMTUSDT,CHZUSDT,0.01,-3.9,-3.37,9.28,13
2529,GMTUSDT,ATOMUSDT,0.01,-3.97,-3.37,0.08,13
899,BSVUSDT,FLOWUSDT,0.0,-4.99,-3.37,13.81,13
2522,GMTUSDT,THETAUSDT,0.01,-3.98,-3.37,0.65,13
1013,ALGOUSDT,1000BTTUSDT,0.01,-4.08,-3.37,397.06,13
1011,ALGOUSDT,NEOUSDT,0.03,-3.55,-3.37,0.03,13
904,BSVUSDT,RSRUSDT,0.04,-3.46,-3.37,5699.64,13
2517,GMTUSDT,FILUSDT,0.01,-3.93,-3.37,0.1,13
2515,GMTUSDT,ETCUSDT,0.01,-4.1,-3.37,0.05,13
934,ICPUSDT,CREAMUSDT,0.0,-5.13,-3.37,0.42,13
2512,GMTUSDT,AAVEUSDT,0.01,-3.97,-3.37,0.01,13
943,FTMUSDT,DYDXUSDT,0.04,-3.46,-3.37,0.24,13
2509,GMTUSDT,UNIUSDT,0.01,-3.93,-3.37,0.22,13
984,ALGOUSDT,TLMUSDT,0.05,-3.37,-3.37,6.9,13
863,GRTUSDT,RAYUSDT,0.04,-3.46,-3.37,0.14,13
858,GRTUSDT,RVNUSDT,0.01,-3.98,-3.37,6.84,13
760,ATOMUSDT,OMGUSDT,0.04,-3.41,-3.37,5.53,13
2536,GMTUSDT,YFIUSDT,0.01,-3.9,-3.37,0.0,13
2552,GMTUSDT,ONEUSDT,0.01,-3.92,-3.37,16.22,13
2550,GMTUSDT,CELRUSDT,0.01,-3.92,-3.37,40.04,13
796,AVAXUSDT,LOOKSUSDT,0.02,-3.7,-3.37,49.07,13
1171,DASHUSDT,CTSIUSDT,0.02,-3.73,-3.37,290.07,13
1169,DASHUSDT,BANDUSDT,0.03,-3.58,-3.37,26.32,13
807,CHZUSDT,CHRUSDT,0.03,-3.54,-3.37,0.47,13
2475,CKBUSDT,1000BTTUSDT,0.04,-3.42,-3.37,5.97,13
1134,DASHUSDT,ONEUSDT,0.01,-3.9,-3.37,838.72,13
808,CHZUSDT,STORJUSDT,0.01,-4.02,-3.37,0.21,13
1126,IOSTUSDT,1000BTTUSDT,0.04,-3.41,-3.37,16.27,13
2543,GMTUSDT,SRMUSDT,0.01,-4.03,-3.37,0.84,13
838,GRTUSDT,LTCUSDT,0.04,-3.38,-3.37,0.0,13
840,GRTUSDT,BSVUSDT,0.0,-4.25,-3.37,0.0,13
2480,BANDUSDT,DGBUSDT,0.05,-3.37,-3.37,151.19,13
1108,IOSTUSDT,SKLUSDT,0.04,-3.39,-3.37,0.15,13
1104,IOSTUSDT,ANKRUSDT,0.03,-3.53,-3.37,0.4,13
847,GRTUSDT,MKRUSDT,0.02,-3.66,-3.37,0.0,13
2593,GMTUSDT,BICOUSDT,0.01,-3.94,-3.37,1.39,13
955,FTMUSDT,CROUSDT,0.04,-3.45,-3.37,2.99,13
2596,GMTUSDT,KLAYUSDT,0.01,-4.07,-3.37,2.09,13
1602,SNXUSDT,YGGUSDT,0.01,-3.95,-3.37,2.18,13
2679,GLMRUSDT,DENTUSDT,0.03,-3.59,-3.37,1390.23,13
2673,GLMRUSDT,EGLDUSDT,0.03,-3.5,-3.37,0.02,13
271,UNIUSDT,TRXUSDT,0.01,-4.03,-3.37,159.76,13
273,UNIUSDT,FTMUSDT,0.0,-4.12,-3.37,7.7,13
2671,GLMRUSDT,MKRUSDT,0.0,-4.6,-3.37,0.0,13
2365,10000NFTUSDT,DGBUSDT,0.02,-3.7,-3.37,0.58,13
2666,GLMRUSDT,DOTUSDT,0.05,-3.37,-3.37,0.21,13
1613,SNXUSDT,BAKEUSDT,0.0,-4.59,-3.37,5.98,13
330,XEMUSDT,SFPUSDT,0.0,-4.16,-3.37,0.12,13
213,ADAUSDT,FTMUSDT,0.0,-6.22,-3.37,0.8,13
1598,SNXUSDT,COTIUSDT,0.04,-3.42,-3.37,19.33,13
336,XEMUSDT,1INCHUSDT,0.0,-5.12,-3.37,0.06,13
360,SUSHIUSDT,CREAMUSDT,0.0,-5.03,-3.37,0.08,13
1591,STORJUSDT,OCEANUSDT,0.01,-3.91,-3.37,2.1,13
380,AAVEUSDT,QNTUSDT,0.02,-3.75,-3.37,1.55,13
2641,GMTUSDT,SCRTUSDT,0.01,-3.94,-3.37,0.4,13
1588,STORJUSDT,10000NFTUSDT,0.0,-4.6,-3.37,68.8,13
2640,GMTUSDT,GLMRUSDT,0.01,-3.86,-3.37,0.54,13
2680,GLMRUSDT,RSS3USDT,0.03,-3.48,-3.37,17.13,13
181,LINKUSDT,GALAUSDT,0.03,-3.5,-3.37,69.12,13
392,DOGEUSDT,DYDXUSDT,0.02,-3.75,-3.37,0.03,13
2702,FXSUSDT,BITUSDT,0.03,-3.55,-3.37,25.52,13
7,BTCUSDT,RNDRUSDT,0.01,-4.05,-3.37,16951.27,13
13,BTCUSDT,CKBUSDT,0.04,-3.42,-3.37,3630175.96,13
17,ETHUSDT,FTTUSDT,0.04,-3.38,-3.37,70.72,13
20,ETHUSDT,ARUSDT,0.0,-4.45,-3.37,93.87,13
28,EOSUSDT,SUSHIUSDT,0.02,-3.77,-3.37,0.68,13
2341,LOOKSUSDT,HNTUSDT,0.01,-3.83,-3.37,0.08,13
2342,LOOKSUSDT,QNTUSDT,0.01,-3.81,-3.37,0.01,13
39,EOSUSDT,GRTUSDT,0.0,-5.1,-3.37,5.93,13
1655,ANKRUSDT,MASKUSDT,0.04,-3.39,-3.37,0.02,13
175,LINKUSDT,DOTUSDT,0.0,-4.45,-3.37,0.78,13
98,BCHUSDT,ICPUSDT,0.03,-3.51,-3.37,17.56,13
1648,ANKRUSDT,SHIB1000USDT,0.04,-3.39,-3.37,3.25,13
104,BCHUSDT,ONEUSDT,0.01,-4.0,-3.37,2420.41,13
112,BCHUSDT,SXPUSDT,0.03,-3.5,-3.37,245.03,13
117,BCHUSDT,RSRUSDT,0.05,-3.37,-3.37,21482.25,13
136,LTCUSDT,FILUSDT,0.02,-3.62,-3.37,5.11,13
137,LTCUSDT,XLMUSDT,0.04,-3.43,-3.37,544.91,13
2692,FXSUSDT,XRPUSDT,0.01,-3.94,-3.37,41.14,13
1569,STORJUSDT,GALAUSDT,0.04,-3.46,-3.37,5.14,13
385,DOGEUSDT,UNIUSDT,0.02,-3.72,-3.37,0.01,13
2614,GMTUSDT,10000NFTUSDT,0.01,-3.97,-3.37,133.58,13
2601,GMTUSDT,REEFUSDT,0.01,-3.95,-3.37,219.81,13
471,BNBUSDT,REEFUSDT,0.03,-3.59,-3.37,41598.27,13
2611,GMTUSDT,CREAMUSDT,0.01,-3.94,-3.37,0.05,13
2612,GMTUSDT,LOOKSUSDT,0.01,-3.94,-3.37,1.29,13
1512,CHRUSDT,LPTUSDT,0.01,-3.87,-3.37,0.02,13
1510,CHRUSDT,BATUSDT,0.0,-4.88,-3.37,0.66,13
2390,HNTUSDT,IMXUSDT,0.03,-3.57,-3.37,10.6,13
488,SOLUSDT,XLMUSDT,0.02,-3.72,-3.37,557.21,13
2615,GMTUSDT,HNTUSDT,0.01,-4.04,-3.37,0.1,13
2604,GMTUSDT,IOTAUSDT,0.01,-3.97,-3.37,2.98,13
2616,GMTUSDT,QNTUSDT,0.01,-3.88,-3.37,0.02,13
437,MATICUSDT,STORJUSDT,0.02,-3.61,-3.37,1.28,13
2603,GMTUSDT,PEOPLEUSDT,0.01,-3.95,-3.37,38.22,13
2393,HNTUSDT,RNDRUSDT,0.02,-3.72,-3.37,8.92,13
414,DOGEUSDT,RVNUSDT,0.01,-3.78,-3.37,2.38,13
470,BNBUSDT,REQUSDT,0.03,-3.58,-3.37,1703.0,13
410,DOGEUSDT,1INCHUSDT,0.02,-3.64,-3.37,0.09,13
1539,BATUSDT,CROUSDT,0.02,-3.67,-3.37,1.75,13
1455,LRCUSDT,LOOKSUSDT,0.03,-3.53,-3.37,0.58,13
2598,GMTUSDT,ANTUSDT,0.01,-3.89,-3.37,0.45,13
395,DOGEUSDT,MKRUSDT,0.04,-3.4,-3.37,0.0,13
2372,HNTUSDT,DOGEUSDT,0.01,-3.99,-3.37,154.34,13
1544,BATUSDT,SKLUSDT,0.03,-3.5,-3.37,3.6,13
1458,LRCUSDT,QNTUSDT,0.04,-3.4,-3.37,0.01,13
408,DOGEUSDT,SCUSDT,0.02,-3.64,-3.37,12.87,13
400,DOGEUSDT,BATUSDT,0.02,-3.63,-3.37,0.19,13
514,SOLUSDT,LOOKSUSDT,0.03,-3.5,-3.37,66.9,13
523,XLMUSDT,VETUSDT,0.0,-4.57,-3.37,3.04,13
2053,1INCHUSDT,CELOUSDT,0.04,-3.38,-3.37,0.44,12
912,BSVUSDT,API3USDT,0.03,-3.56,-3.37,17.91,12
2050,1INCHUSDT,CHRUSDT,0.0,-6.18,-3.37,3.21,12
548,XLMUSDT,CELOUSDT,0.0,-4.24,-3.37,0.05,12
2245,WAVESUSDT,JASMYUSDT,0.0,-5.08,-3.37,1025.76,12
1962,CTKUSDT,ADAUSDT,0.01,-3.82,-3.37,1.26,12
869,SHIB1000USDT,CELOUSDT,0.01,-4.02,-3.37,0.01,12
641,COMPUSDT,UNIUSDT,0.03,-3.49,-3.37,13.63,12
687,LUNAUSDT,SCRTUSDT,0.03,-3.51,-3.37,18.17,12
532,XLMUSDT,DASHUSDT,0.0,-4.17,-3.37,0.0,12
337,XEMUSDT,CELOUSDT,0.01,-3.78,-3.37,0.03,12
664,COMPUSDT,DGBUSDT,0.0,-4.4,-3.37,4804.92,12
657,COMPUSDT,ARUSDT,0.02,-3.73,-3.37,4.06,12
317,XEMUSDT,DASHUSDT,0.0,-5.28,-3.37,0.0,12
312,XEMUSDT,BCHUSDT,0.04,-3.4,-3.37,0.0,12
429,MATICUSDT,DASHUSDT,0.01,-3.98,-3.37,0.01,12
584,TRXUSDT,CELOUSDT,0.01,-3.8,-3.37,0.02,12
815,CHZUSDT,CELOUSDT,0.04,-3.45,-3.37,0.06,12
831,CRVUSDT,ZENUSDT,0.03,-3.53,-3.37,0.06,12
247,DOTUSDT,VETUSDT,0.0,-4.26,-3.37,292.94,12
241,ADAUSDT,HNTUSDT,0.01,-3.85,-3.37,0.05,12
1957,CTKUSDT,EOSUSDT,0.03,-3.5,-3.37,0.54,12
611,VETUSDT,HNTUSDT,0.04,-3.47,-3.37,0.0,12
207,ADAUSDT,ATOMUSDT,0.0,-4.44,-3.37,0.04,12
1678,LPTUSDT,CTKUSDT,0.03,-3.53,-3.37,18.63,12
2483,OCEANUSDT,ADAUSDT,0.03,-3.5,-3.37,0.51,12
1599,SNXUSDT,SLPUSDT,0.0,-6.21,-3.37,265.86,12
1631,SLPUSDT,DUSKUSDT,0.0,-4.56,-3.37,0.05,12
1494,IOTXUSDT,CELOUSDT,0.0,-4.59,-3.37,0.02,12
2435,ZILUSDT,SLPUSDT,0.01,-3.94,-3.37,5.91,12
2491,OCEANUSDT,CELOUSDT,0.01,-3.93,-3.37,0.15,12
1643,SLPUSDT,CTSIUSDT,0.0,-4.73,-3.37,0.05,12
2486,OCEANUSDT,COTIUSDT,0.01,-3.82,-3.37,1.9,12
1079,OMGUSDT,CELOUSDT,0.02,-3.76,-3.37,1.31,12
1091,IOSTUSDT,FILUSDT,0.03,-3.52,-3.37,0.0,12
1636,SLPUSDT,DENTUSDT,0.0,-5.64,-3.37,7.05,12
1114,IOSTUSDT,BICOUSDT,0.02,-3.72,-3.37,0.02,12
1120,IOSTUSDT,CELOUSDT,0.0,-4.16,-3.37,0.01,12
1488,IOTXUSDT,AUDIOUSDT,0.0,-4.34,-3.37,0.06,12
1628,SLPUSDT,MASKUSDT,0.0,-4.98,-3.37,0.0,12
1840,SKLUSDT,DENTUSDT,0.01,-3.81,-3.37,72.13,12
1624,SLPUSDT,LITUSDT,0.0,-7.15,-3.37,0.01,12
1750,SXPUSDT,NEOUSDT,0.0,-4.67,-3.37,0.06,12
2371,HNTUSDT,UNIUSDT,0.0,-4.31,-3.37,2.21,12
1590,STORJUSDT,NEOUSDT,0.03,-3.56,-3.37,0.05,12
2470,CKBUSDT,AUDIOUSDT,0.02,-3.66,-3.37,0.01,12
1814,AUDIOUSDT,HNTUSDT,0.01,-3.89,-3.37,0.06,12
1224,CELRUSDT,CHRUSDT,0.03,-3.55,-3.37,0.11,12
1023,DYDXUSDT,RUNEUSDT,0.04,-3.44,-3.37,0.59,12
1300,MKRUSDT,CKBUSDT,0.01,-4.1,-3.37,177040.69,12
1816,AUDIOUSDT,RAYUSDT,0.0,-4.93,-3.37,0.42,12
1344,EGLDUSDT,AUDIOUSDT,0.04,-3.43,-3.37,131.73,12
985,ALGOUSDT,RUNEUSDT,0.03,-3.54,-3.37,0.08,12
1406,RUNEUSDT,LITUSDT,0.01,-4.02,-3.37,6.05,12
1671,LPTUSDT,RUNEUSDT,0.02,-3.63,-3.37,2.65,12
1411,RUNEUSDT,PEOPLEUSDT,0.04,-3.42,-3.37,161.11,12
1659,ANKRUSDT,QNTUSDT,0.01,-3.85,-3.37,0.0,12
1672,LPTUSDT,CROUSDT,0.01,-3.9,-3.37,56.45,12
1378,TLMUSDT,SKLUSDT,0.03,-3.48,-3.37,0.53,12
1673,LPTUSDT,AUDIOUSDT,0.0,-4.27,-3.37,19.48,12
413,DOGEUSDT,CELOUSDT,0.01,-3.82,-3.37,0.04,11
1557,BATUSDT,NEOUSDT,0.0,-4.44,-3.37,0.03,11
1536,BATUSDT,SNXUSDT,0.0,-4.31,-3.37,0.14,11
539,XLMUSDT,SXPUSDT,0.01,-3.83,-3.37,0.15,11
409,DOGEUSDT,MASKUSDT,0.03,-3.59,-3.37,0.03,11
406,DOGEUSDT,SKLUSDT,0.02,-3.75,-3.37,0.67,11
405,DOGEUSDT,ZENUSDT,0.01,-3.86,-3.37,0.0,11
2634,GMTUSDT,CTSIUSDT,0.01,-3.9,-3.37,5.61,11
2635,GMTUSDT,HOTUSDT,0.01,-3.97,-3.37,394.12,11
2328,LOOKSUSDT,CELRUSDT,0.03,-3.56,-3.37,30.93,11
2637,GMTUSDT,STMXUSDT,0.01,-4.08,-3.37,111.54,11
2033,REQUSDT,EOSUSDT,0.04,-3.39,-3.37,0.1,11
2630,GMTUSDT,KDAUSDT,0.01,-3.92,-3.37,0.35,11
2639,GMTUSDT,ZRXUSDT,0.0,-4.19,-3.37,2.92,11
1574,STORJUSDT,CROUSDT,0.04,-3.46,-3.37,2.61,11
1589,STORJUSDT,HNTUSDT,0.0,-5.05,-3.37,0.05,11
384,DOGEUSDT,LINKUSDT,0.02,-3.71,-3.37,0.01,11
369,AAVEUSDT,FTMUSDT,0.02,-3.75,-3.37,147.16,11
1593,SNXUSDT,UNIUSDT,0.05,-3.37,-3.37,0.55,11
2102,REEFUSDT,QNTUSDT,0.0,-4.29,-3.37,0.0,11
546,XLMUSDT,BICOUSDT,0.02,-3.6,-3.37,0.13,11
2224,WAVESUSDT,ZENUSDT,0.03,-3.49,-3.37,0.66,11
415,DOGEUSDT,DENTUSDT,0.01,-3.8,-3.37,48.75,11
2048,1INCHUSDT,ILVUSDT,0.02,-3.68,-3.37,0.0,11
421,DOGEUSDT,STMXUSDT,0.05,-3.37,-3.37,7.27,11
515,SOLUSDT,10000NFTUSDT,0.04,-3.44,-3.37,6892.06,11
475,FILUSDT,BTCUSDT,0.04,-3.4,-3.37,0.0,11
1513,CHRUSDT,QTUMUSDT,0.0,-5.75,-3.37,0.07,11
2606,GMTUSDT,RVNUSDT,0.01,-3.93,-3.37,36.58,11
2324,LOOKSUSDT,YFIUSDT,0.03,-3.48,-3.37,0.0,11
2391,HNTUSDT,SKLUSDT,0.04,-3.44,-3.37,104.51,11
1759,YGGUSDT,MKRUSDT,0.0,-4.68,-3.37,0.0,11
1522,CHRUSDT,IOTAUSDT,0.0,-5.27,-3.37,0.69,11
459,MATICUSDT,BAKEUSDT,0.01,-3.92,-3.37,1.58,11
1757,YGGUSDT,AAVEUSDT,0.04,-3.39,-3.37,0.01,11
1473,ENSUSDT,RAYUSDT,0.01,-4.11,-3.37,5.43,11
1435,FLOWUSDT,LOOKSUSDT,0.04,-3.41,-3.37,3.7,11
2384,HNTUSDT,TLMUSDT,0.03,-3.54,-3.37,197.8,11
1477,IOTXUSDT,BCHUSDT,0.01,-3.85,-3.37,0.0,11
527,XLMUSDT,GRTUSDT,0.01,-3.82,-3.37,0.5,11
2223,WAVESUSDT,ZECUSDT,0.03,-3.48,-3.37,0.17,11
1877,CVCUSDT,CTKUSDT,0.01,-3.94,-3.37,0.23,11
2067,ANTUSDT,CRVUSDT,0.04,-3.43,-3.37,1.96,11
441,MATICUSDT,YGGUSDT,0.01,-3.84,-3.37,0.58,11
2623,GMTUSDT,BANDUSDT,0.01,-3.9,-3.37,0.51,11
1420,RUNEUSDT,1000BTTUSDT,0.01,-3.81,-3.37,4750.98,11
2625,GMTUSDT,OCEANUSDT,0.01,-3.97,-3.37,4.07,11
1535,BATUSDT,STORJUSDT,0.0,-4.99,-3.37,0.67,11
2627,GMTUSDT,API3USDT,0.01,-3.87,-3.37,0.45,11
426,MATICUSDT,ICPUSDT,0.03,-3.48,-3.37,0.08,11
2595,GMTUSDT,1INCHUSDT,0.01,-3.93,-3.37,1.35,11
965,FTMUSDT,10000NFTUSDT,0.04,-3.39,-3.37,78.92,11
348,SUSHIUSDT,ALICEUSDT,0.04,-3.45,-3.37,0.53,11
